SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,January-29-2019,Single Family Residential,1667 32nd Ave,San Francisco,CA,94122,1730000,3,3.0,Central Sunset,2009,2996,1935,86,861,,Sold,,,http://www.redfin.com/CA/San-Francisco/1667-32nd-Ave-94122/home/1342461,San Francisco MLS,476557,N,Y,37.756105,-122.4908039
PAST SALE,February-22-2019,Single Family Residential,2437 Ortega St,San Francisco,CA,94122,1480000,4,3.0,Central Sunset,,1873,1942,62,,,Sold,,,http://www.redfin.com/CA/San-Francisco/2437-Ortega-St-94122/home/645562,San Francisco MLS,479963,N,Y,37.7516216,-122.4898644
PAST SALE,March-15-2019,Single Family Residential,2507 30th Ave,San Francisco,CA,94116,1549000,3,3.0,Parkside,2027,2374,1927,41,764,,Sold,,,http://www.redfin.com/CA/San-Francisco/2507-30th-Ave-94116/home/1741144,San Francisco MLS,479592,N,Y,37.7404432,-122.4876094
PAST SALE,April-12-2019,Single Family Residential,2614 26th Ave,San Francisco,CA,94116,2000000,3,3.0,Parkside,2026,2374,1936,13,987,,Sold,,,http://www.redfin.com/CA/San-Francisco/2614-26th-Ave-94116/home/2018943,San Francisco MLS,482244,N,Y,37.738657,-122.482624
PAST SALE,April-10-2019,Single Family Residential,1727 31st Ave,SAN FRANCISCO,CA,94122,1610000,3,2.0,SAN FRANCISCO,1800,3000,1940,15,894,,Sold,,,http://www.redfin.com/CA/San-Francisco/1727-31st-Ave-94122/home/1173929,MLSListings,ML81741910,N,Y,37.7549885,-122.4896875
PAST SALE,March-27-2019,Single Family Residential,9 Ord St,San Francisco,CA,94114,2900000,3,2.5,Corona Heights,2120,1764,1912,29,1368,,Sold,,,http://www.redfin.com/CA/San-Francisco/9-Ord-St-94114/home/1782442,San Francisco MLS,481328,N,Y,37.7634316,-122.4400584
PAST SALE,February-12-2019,Single Family Residential,234 6th Ave,San Francisco,CA,94118,1575000,3,2.0,Inner Richmond,2600,3000,1902,72,606,,Sold,,,http://www.redfin.com/CA/San-Francisco/234-6th-Ave-94118/home/609040,San Francisco MLS,476925,N,Y,37.784131,-122.464178
PAST SALE,March-22-2019,Single Family Residential,136 3rd Ave,San Francisco,CA,94118,4045000,4,3.5,Lake,3561,3000,,34,1136,,Sold,,,http://www.redfin.com/CA/San-Francisco/136-3rd-Ave-94118/home/602785,San Francisco MLS,474429,N,Y,37.7860814,-122.4611207
PAST SALE,February-11-2019,Single Family Residential,938 Ingerson Ave,San Francisco,CA,94124,825000,5,2.5,Bayview,1475,2495,1958,73,559,,Sold,,,http://www.redfin.com/CA/San-Francisco/938-Ingerson-Ave-94124/home/745584,San Francisco MLS,479667,N,Y,37.7186113,-122.3917497
PAST SALE,March-26-2019,Single Family Residential,116 Stanyan St,San Francisco,CA,94118,2051000,4,3.0,Lone Mountain,2666,2465,1936,30,769,,Sold,,,http://www.redfin.com/CA/San-Francisco/116-Stanyan-St-94118/home/1189257,San Francisco MLS,480508,N,Y,37.7795816,-122.4552826
PAST SALE,March-14-2019,Single Family Residential,44 Vasquez Ave,San Francisco,CA,94127,2165000,5,3.0,Forest Hill Extension,3585,4991,1929,42,604,,Sold,,,http://www.redfin.com/CA/San-Francisco/44-Vasquez-Ave-94127/home/1377664,San Francisco MLS,479593,N,Y,37.746002,-122.4586882
PAST SALE,February-19-2019,Single Family Residential,193 Marietta Dr,San Francisco,CA,94127,1475000,3,4.0,Miraloma Park,1928,,1956,65,765,,Sold,,,http://www.redfin.com/CA/San-Francisco/193-Marietta-Dr-94127/home/684829,San Francisco MLS,475261,N,Y,37.7402827,-122.4463036
PAST SALE,April-11-2019,Single Family Residential,2251 35th,San Francisco,CA,94116,1328000,4,2.0,Parkside,1890,2063,1940,14,703,,Sold,,,http://www.redfin.com/CA/San-Francisco/2251-35th-Ave-94116/home/1556877,San Francisco MLS,480694,N,Y,37.74505,-122.4933131
PAST SALE,April-15-2019,Single Family Residential,2250 34th Ave,San Francisco,CA,94116,2050000,4,3.0,Parkside,2289,3000,1938,10,896,,Sold,,,http://www.redfin.com/CA/San-Francisco/2250-34th-Ave-94116/home/1120036,San Francisco MLS,482781,N,Y,37.7451136,-122.4916882
PAST SALE,April-17-2019,Single Family Residential,2617 31st Ave,San Francisco,CA,94116,1800000,4,3.0,Parkside,2100,2541,1936,8,857,,Sold,,,http://www.redfin.com/CA/San-Francisco/2617-31st-Ave-94116/home/1368966,San Francisco MLS,482143,N,Y,37.7384287,-122.4885238
PAST SALE,April-22-2019,Single Family Residential,2691 35th Ave,San Francisco,CA,94116,1900000,3,2.5,Parkside,2553,2382,1938,3,744,,Sold,,,http://www.redfin.com/CA/San-Francisco/2691-35th-Ave-94116/home/1517379,San Francisco MLS,482304,N,Y,37.7371754,-122.4928349
PAST SALE,January-25-2019,Single Family Residential,3311 Jackson St,San Francisco,CA,94118,5250000,3,2.5,Presidio Heights,,2495,1928,90,,,Sold,,,http://www.redfin.com/CA/San-Francisco/3311-Jackson-St-94118/home/1627455,San Francisco MLS,476111,N,Y,37.7903979,-122.4493999
PAST SALE,March-1-2019,Single Family Residential,2980 California,San Francisco,CA,94115,4995000,5,4.0,Pacific Heights,4638,2517,1900,55,1077,,Sold,,,http://www.redfin.com/CA/San-Francisco/2980-California-St-94115/home/589301,San Francisco MLS,480077,N,Y,37.7878851,-122.4434657
PAST SALE,March-20-2019,Single Family Residential,1330 Masonic Ave,San Francisco,CA,94117,2550000,4,2.0,Haight Ashbury,2256,3598,1891,36,1130,,Sold,,,http://www.redfin.com/CA/San-Francisco/1330-Masonic-Ave-94117/home/1818506,San Francisco MLS,481222,N,Y,37.7686801,-122.4447554
PAST SALE,February-1-2019,Single Family Residential,1858 11th Ave,San Francisco,CA,94122,3000000,4,3.5,Golden Gate Heights,2745,2996,1969,83,1093,,Sold,,,http://www.redfin.com/CA/San-Francisco/1858-11th-Ave-94122/home/1428051,San Francisco MLS,480257,N,Y,37.7535465,-122.4675224
PAST SALE,March-25-2019,Single Family Residential,250 Gaven St,San Francisco,CA,94134,1115000,4,3.0,Mission Terrace,1643,2996,1948,31,679,,Sold,,,http://www.redfin.com/CA/San-Francisco/250-Gaven-St-94134/home/1397087,Bridge MLS,40851828,N,Y,37.7329928,-122.4104242
PAST SALE,April-18-2019,Single Family Residential,44 Peralta Ave,San Francisco,CA,94110,1750000,3,2.0,Bernal Heights,2220,2935,1932,7,788,,Sold,,,http://www.redfin.com/CA/San-Francisco/44-Peralta-Ave-94110/home/1293346,San Francisco MLS,482330,N,Y,37.748226,-122.405738
PAST SALE,March-22-2019,Single Family Residential,1271 35th Ave,San Francisco,CA,94122,2050000,5,4.0,Central Sunset,2270,2996,1924,34,903,,Sold,,,http://www.redfin.com/CA/San-Francisco/1271-35th-Ave-94122/home/626663,San Francisco MLS,481452,N,Y,37.7633505,-122.4945511
PAST SALE,April-1-2019,Single Family Residential,1563 28th Ave,San Francisco,CA,94122,2050000,4,4.0,Central Sunset,3131,2996,1938,24,655,,Sold,,,http://www.redfin.com/CA/San-Francisco/1563-28th-Ave-94122/home/634795,San Francisco MLS,481234,N,Y,37.7582227,-122.4866809
PAST SALE,April-1-2019,Single Family Residential,1334 32nd Ave,San Francisco,CA,94122,1350000,3,2.0,San Francisco County,1800,130505760,1940,24,750,,Sold,,,http://www.redfin.com/CA/San-Francisco/1334-32nd-Ave-94122/home/1847480,BAREIS,21826732,N,Y,37.7622766,-122.4907929
PAST SALE,April-24-2019,Single Family Residential,1826 22nd Ave,San Francisco,CA,94122,1600000,4,3.5,Central Sunset,1851,2996,1940,1,864,,Sold,,,http://www.redfin.com/CA/San-Francisco/1826-22nd-Ave-94122/home/642288,San Francisco MLS,482315,N,Y,37.753558,-122.479321
PAST SALE,April-17-2019,Single Family Residential,1385 Portola Dr,San Francisco,CA,94127,2750000,3,2.0,St. Francis Wood,2409,6560,1927,8,1142,243,Sold,,,http://www.redfin.com/CA/San-Francisco/1385-Portola-Dr-94127/home/1212005,San Francisco MLS,481132,N,Y,37.7392747,-122.4655433
PAST SALE,February-7-2019,Single Family Residential,329 6th Ave,San Francisco,CA,94118,2250000,4,3.0,Inner Richmond,2586,2996,1903,77,870,,Sold,,,http://www.redfin.com/CA/San-Francisco/329-6th-Ave-94118/home/611743,San Francisco MLS,477889,N,Y,37.7819109,-122.4646036
PAST SALE,February-14-2019,Single Family Residential,111 6th Ave,San Francisco,CA,94118,2795000,4,2.0,Lake,2299,2874,1904,70,1216,,Sold,,,http://www.redfin.com/CA/San-Francisco/111-6th-Ave-94118/home/2015936,San Francisco MLS,479841,N,Y,37.7863844,-122.4649684
PAST SALE,March-5-2019,Single Family Residential,27 Commonwealth Ave,San Francisco,CA,94118,3950000,6,3.5,Jordan Park/Laurel Heights,3570,4000,1907,51,1106,,Sold,,,http://www.redfin.com/CA/San-Francisco/27-Commonwealth-Ave-94118/home/588670,San Francisco MLS,481101,N,Y,37.7854998,-122.4561229
PAST SALE,April-23-2019,Single Family Residential,2720 Anza St,San Francisco,CA,94121,2205000,3,2.0,Central Richmond,2126,2495,1940,2,1037,,Sold,,,http://www.redfin.com/CA/San-Francisco/2720-Anza-St-94121/home/1484569,San Francisco MLS,482208,N,Y,37.778733,-122.477562
PAST SALE,February-14-2019,Single Family Residential,23 Skyview Way,San Francisco,CA,94131,1250000,3,2.0,Midtown Terrace,1277,3005,1955,70,979,2,Sold,,,http://www.redfin.com/CA/San-Francisco/23-Skyview-Way-94131/home/1308418,San Francisco MLS,481746,N,Y,37.7493636,-122.4505499
PAST SALE,March-19-2019,Single Family Residential,1945 Franklin St,San Francisco,CA,94109,5405000,5,7.5,Pacific Heights,6957,3781,1900,37,777,,Sold,,,http://www.redfin.com/CA/San-Francisco/1945-Franklin-St-94109/home/1296405,San Francisco MLS,479995,N,Y,37.7925346,-122.424804
PAST SALE,April-18-2019,Single Family Residential,234 Edinburgh St,San Francisco,CA,94112,1350000,3,2.5,Excelsior,1699,2500,1922,7,795,,Sold,,,http://www.redfin.com/CA/San-Francisco/234-Edinburgh-St-94112/home/1301904,San Francisco MLS,482305,N,Y,37.7254108,-122.4290622
PAST SALE,February-26-2019,Single Family Residential,1447 Hudson Ave,San Francisco,CA,94124,1510000,4,3.0,Bayview,1986,2996,1939,58,760,,Sold,,,http://www.redfin.com/CA/San-Francisco/1447-Hudson-Ave-94124/home/748069,San Francisco MLS,480554,N,Y,37.738228,-122.385604
PAST SALE,March-20-2019,Single Family Residential,618 Andover St,San Francisco,CA,94110,980000,4,2.0,Bernal Heights,2250,2495,1907,36,436,,Sold,,,http://www.redfin.com/CA/San-Francisco/618-Andover-St-94110/home/1821663,San Francisco MLS,481166,N,Y,37.7360213,-122.4169617
PAST SALE,March-29-2019,Single Family Residential,506 Banks,San Francisco,CA,94110,2250000,3,2.0,Bernal Heights,,,,27,,,Sold,,,http://www.redfin.com/CA/San-Francisco/506-Banks-St-94110/home/1362522,San Francisco MLS,482815,N,Y,37.7368709,-122.4130459
PAST SALE,March-29-2019,Single Family Residential,649 Andover St,San Francisco,CA,94110,1380000,4,2.0,Bernal Heights,1618,1751,1926,27,853,,Sold,,,http://www.redfin.com/CA/San-Francisco/649-Andover-St-94110/home/1113918,San Francisco MLS,480788,N,Y,37.7354292,-122.4165856
PAST SALE,March-8-2019,Single Family Residential,411 Teresita Blvd,San Francisco,CA,94127,1500000,3,2.0,Miraloma Park,1250,2548,1939,48,1200,,Sold,,,http://www.redfin.com/CA/San-Francisco/411-Teresita-Blvd-94127/home/682864,San Francisco MLS,480328,N,Y,37.740708,-122.448711
PAST SALE,April-19-2019,Single Family Residential,15 Skyview Way,San Francisco,CA,94131,1661000,3,2.0,Midtown Terrace,,3214,1955,6,,,Sold,,,http://www.redfin.com/CA/San-Francisco/15-Skyview-Way-94131/home/1316481,San Francisco MLS,481821,N,Y,37.7491775,-122.4505499
PAST SALE,March-12-2019,Single Family Residential,574 18th Ave,San Francisco,CA,94121,2400000,3,2.5,Central Richmond,2050,3000,1916,44,1171,,Sold,,,http://www.redfin.com/CA/San-Francisco/574-18th-Ave-94121/home/2030972,San Francisco MLS,481058,N,Y,37.7771514,-122.4768202
PAST SALE,January-31-2019,Single Family Residential,10 Perine Pl,San Francisco,CA,94115,2750000,4,2.0,Pacific Heights,,,1900,84,,,Sold,,,http://www.redfin.com/CA/San-Francisco/10-Perine-Pl-94115/home/1642479,San Francisco MLS,471166,N,Y,37.7892069,-122.4360241
PAST SALE,April-19-2019,Single Family Residential,112 Mallorca Way,San Francisco,CA,94123,4845000,5,4.5,San Francisco County,4810,,1924,6,1007,,Sold,,,http://www.redfin.com/CA/San-Francisco/112-Mallorca-Way-94123/home/1845917,BAREIS,21901022,N,Y,37.801871,-122.437277
PAST SALE,April-23-2019,Single Family Residential,278 Mallorca Way,San Francisco,CA,94123,2750000,3,2.5,Marina,2175,,1925,2,1264,,Sold,,,http://www.redfin.com/CA/San-Francisco/278-Mallorca-Way-94123/home/1825016,San Francisco MLS,480398,N,Y,37.8035658,-122.4391376
PAST SALE,April-24-2019,Single Family Residential,2714 Pacific Ave,San Francisco,CA,94115,11900000,4,5.0,Pacific Heights,4930,3654,1914,1,2414,,Sold,,,http://www.redfin.com/CA/San-Francisco/2714-Pacific-Ave-94115/home/1340861,San Francisco MLS,483116,N,Y,37.7927555,-122.440359
PAST SALE,March-12-2019,Single Family Residential,2271 40th Ave,SAN FRANCISCO,CA,94116,1768500,4,4.0,SAN FRANCISCO,1775,2996,1948,44,996,,Sold,,,http://www.redfin.com/CA/San-Francisco/2271-40th-Ave-94116/home/1092387,MLSListings,ML81734796,N,Y,37.74447,-122.4985744
PAST SALE,March-27-2019,Single Family Residential,2007 47th Ave,San Francisco,CA,94116,1600000,3,2.0,Outer Parkside,1651,2060,1946,29,969,,Sold,,,http://www.redfin.com/CA/San-Francisco/2007-47th-Ave-94116/home/1900045,San Francisco MLS,481743,N,Y,37.7489654,-122.5064437
PAST SALE,April-24-2019,Single Family Residential,2275 45th Ave,San Francisco,CA,94116,1800000,3,2.5,Outer Parkside,2260,2996,1931,1,796,,Sold,,,http://www.redfin.com/CA/San-Francisco/2275-45th-Ave-94116/home/654687,San Francisco MLS,481845,N,Y,37.7441617,-122.5039595
PAST SALE,January-30-2019,Single Family Residential,368 Bradford St,San Francisco,CA,94110,1300000,4,3.0,Bernal Heights,1620,2099,1962,85,802,,Sold,,,http://www.redfin.com/CA/San-Francisco/368-Bradford-St-94110/home/1264728,San Francisco MLS,478360,N,Y,37.7372159,-122.4098932
PAST SALE,April-5-2019,Single Family Residential,27 Putnam,San Francisco,CA,94110,1425000,3,2.0,Bernal Heights,,,,20,,,Sold,,,http://www.redfin.com/CA/San-Francisco/27-Putnam-St-94110/home/1727401,San Francisco MLS,480577,N,Y,37.7393812,-122.4106344
PAST SALE,April-18-2019,Single Family Residential,398 Harkness Ave,San Francisco,CA,94134,1110000,3,2.0,Visitacion Valley,1305,1873,1960,7,851,,Sold,,,http://www.redfin.com/CA/San-Francisco/398-Harkness-Ave-94134/home/782252,San Francisco MLS,480478,N,Y,37.7181313,-122.4052028
PAST SALE,April-12-2019,Single Family Residential,809 Noriega St,San Francisco,CA,94122,1750000,4,4.0,Golden Gate Heig,2541,3924,1946,13,689,,Sold,,,http://www.redfin.com/CA/San-Francisco/809-Noriega-St-94122/home/1556554,Bridge MLS,40857155,N,Y,37.7544461,-122.4724865
PAST SALE,February-28-2019,Single Family Residential,160 Miraloma Dr,San Francisco,CA,94127,3650000,5,4.5,Monterey Heights,5274,9997,1926,56,692,2,Sold,,,http://www.redfin.com/CA/San-Francisco/160-Miraloma-Dr-94127/home/1369538,San Francisco MLS,480720,N,Y,37.7365846,-122.4613419
PAST SALE,March-18-2019,Single Family Residential,225 Edgehill Way,San Francisco,CA,94127,2185000,3,2.5,Forest Hill Extension,2346,3985,1948,38,931,,Sold,,,http://www.redfin.com/CA/San-Francisco/225-Edgehill-Way-94127/home/681994,San Francisco MLS,481122,N,Y,37.7433796,-122.4588319
PAST SALE,March-29-2019,Single Family Residential,130 Yerba Buena Ave,San Francisco,CA,94127,2220000,3,3.0,St. Francis Wood,2546,3519,1925,27,872,129,Sold,,,http://www.redfin.com/CA/San-Francisco/130-Yerba-Buena-Ave-94127/home/2004611,San Francisco MLS,481124,N,Y,37.7364776,-122.462536
PAST SALE,April-4-2019,Single Family Residential,525 Holloway Ave,SAN FRANCISCO,CA,94112,1450000,5,5.0,SAN FRANCISCO,2296,2500,1923,21,632,,Sold,,,http://www.redfin.com/CA/San-Francisco/525-Holloway-Ave-94112/home/996826,MLSListings,ML81731900,N,Y,37.7216561,-122.4586993
PAST SALE,April-9-2019,Single Family Residential,209 Crestmont Dr,San Francisco,CA,94131,1725000,3,2.0,Forest Knolls,1404,2629,1963,16,1229,,Sold,,,http://www.redfin.com/CA/San-Francisco/209-Crestmont-Dr-94131/home/2021755,San Francisco MLS,481932,N,Y,37.7562202,-122.4598381
PAST SALE,April-10-2019,Single Family Residential,534 Dewey Blvd,San Francisco,CA,94116,1750000,4,2.0,Forest Hill,2150,4399,1924,15,814,38,Sold,,,http://www.redfin.com/CA/San-Francisco/534-Dewey-Blvd-94116/home/2013565,San Francisco MLS,482856,N,Y,37.7449934,-122.4624475
PAST SALE,April-8-2019,Single Family Residential,250 Maywood Dr,San Francisco,CA,94127,2755000,4,3.0,Monterey Heights,3035,4146,1937,17,908,,Sold,,,http://www.redfin.com/CA/San-Francisco/250-Maywood-Dr-94127/home/1645460,San Francisco MLS,482030,N,Y,37.732261,-122.461961
PAST SALE,April-19-2019,Single Family Residential,60 Santa Rita Ave,San Francisco,CA,94116,2415000,3,2.5,Forest Hill,2156,3593,1940,6,1120,63,Sold,,,http://www.redfin.com/CA/San-Francisco/60-Santa-Rita-Ave-94116/home/1590298,San Francisco MLS,482025,N,Y,37.7475435,-122.4647141
PAST SALE,February-25-2019,Single Family Residential,1068 Gilman Ave,San Francisco,CA,94124,1096000,6,3.0,Bayview,2132,4100,1908,59,514,,Sold,,,http://www.redfin.com/CA/San-Francisco/1068-Gilman-Ave-94124/home/744295,San Francisco MLS,478851,N,Y,37.7191604,-122.3893051
PAST SALE,March-7-2019,Single Family Residential,3961 26th St,San Francisco,CA,94131,2350000,4,3.0,Noe Valley,2113,3112,1908,49,1112,,Sold,,,http://www.redfin.com/CA/San-Francisco/3961-26th-St-94131/home/2019939,San Francisco MLS,480960,N,Y,37.7481719,-122.428488
PAST SALE,March-22-2019,Single Family Residential,53 Florentine St,San Francisco,CA,94112,1140000,4,2.0,Crocker Amazon,1471,2247,1924,34,775,,Sold,,,http://www.redfin.com/CA/San-Francisco/53-Florentine-St-94112/home/795313,San Francisco MLS,481639,N,Y,37.7126159,-122.4433842
PAST SALE,April-11-2019,Single Family Residential,34 Wanda St,SAN FRANCISCO,CA,94112,1100000,3,2.0,SAN FRANCISCO,1495,2147,1913,14,736,,Sold,,,http://www.redfin.com/CA/San-Francisco/34-Wanda-St-94112/home/1440540,MLSListings,ML81732974,N,Y,37.7230402,-122.440343
PAST SALE,March-12-2019,Single Family Residential,479 Hoffman Ave,San Francisco,CA,94114,2400000,3,2.0,Noe Valley,1964,3123,1931,44,1222,,Sold,,,http://www.redfin.com/CA/San-Francisco/479-Hoffman-Ave-94114/home/888393,San Francisco MLS,480234,N,Y,37.7496941,-122.4402958
PAST SALE,February-28-2019,Single Family Residential,672 28th St,San Francisco,CA,94131,3000000,4,2.5,Noe Valley,2747,2848,1910,56,1092,,Sold,,,http://www.redfin.com/CA/San-Francisco/672-28th-St-94131/home/1584246,San Francisco MLS,480341,N,Y,37.744912,-122.437293
PAST SALE,March-5-2019,Single Family Residential,221 San Juan Ave,San Francisco,CA,94112,1300000,3,2.0,Mission Terrace,1270,2670,1936,51,1024,,Sold,,,http://www.redfin.com/CA/San-Francisco/221-San-Juan-Ave-94112/home/2036999,San Francisco MLS,480858,N,Y,37.725067,-122.4383855
PAST SALE,February-19-2019,Single Family Residential,250 Gates St,San Francisco,CA,94110,1800250,3,2.0,Bernal Heights,1384,1750,,65,1301,,Sold,,,http://www.redfin.com/CA/San-Francisco/250-Gates-St-94110/home/1064985,San Francisco MLS,480299,N,Y,37.739635,-122.414141
PAST SALE,February-4-2019,Single Family Residential,1043 Jamestown Ave,San Francisco,CA,94124,945000,3,2.0,San Francisco County,1360,2500,1967,80,695,,Sold,,,http://www.redfin.com/CA/San-Francisco/1043-Jamestown-Ave-94124/home/1166841,BAREIS,21820449,N,Y,37.7188281,-122.3945931
PAST SALE,April-9-2019,Single Family Residential,554 Anderson St,San Francisco,CA,94110,1830000,5,4.0,Bernal Heights,1900,,,16,963,,Sold,,,http://www.redfin.com/CA/San-Francisco/554-Anderson-St-94110/home/1167343,San Francisco MLS,481273,N,Y,37.7364801,-122.4155901
