SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,April-5-2019,Single Family Residential,31 Romain St,San Francisco,CA,94114,2290000,3,3.0,Eureka Valley/Dolore,2155,2500,1906,20,1063,,Sold,,,http://www.redfin.com/CA/San-Francisco/31-Romain-St-94114/home/1316364,San Francisco MLS,480612,N,Y,37.7563136,-122.4395799
PAST SALE,February-4-2019,Single Family Residential,3220 Jennings St,San Francisco,CA,94124,849000,5,3.0,Bayview Heights,1464,2247,1915,80,580,,Sold,,,http://www.redfin.com/CA/San-Francisco/3220-Jennings-St-94124/home/1856008,San Francisco MLS,479331,N,Y,37.7199943,-122.3953455
PAST SALE,January-31-2019,Single Family Residential,545 Wilde,San Francisco,CA,94134,1130000,5,3.0,Visitacion Valley,2707,3750,1945,84,417,,Sold,,,http://www.redfin.com/CA/San-Francisco/545-Wilde-Ave-94134/home/1606551,San Francisco MLS,478893,N,Y,37.717913737311335,-122.40817065378782
PAST SALE,February-15-2019,Single Family Residential,1951 Webster St,San Francisco,CA,94115,3300000,3,3.5,Lower Pacific Height,,,,69,,,Sold,,,http://www.redfin.com/CA/San-Francisco/1951-Webster-St-94115/home/571675,San Francisco MLS,478882,N,Y,37.7888203,-122.4322807
PAST SALE,April-22-2019,Single Family Residential,930 Noe St,San Francisco,CA,94114,3600000,4,3.5,Noe Valley,2750,2500,1905,3,1309,,Sold,,,http://www.redfin.com/CA/San-Francisco/930-Noe-St-94114/home/715659,San Francisco MLS,482845,N,Y,37.7541524,-122.4323249
PAST SALE,March-7-2019,Single Family Residential,233 Dellbrook,San Francisco,CA,94131,1670000,4,2.0,Midtown Terrace,1818,3380,1956,49,919,18,Sold,,,http://www.redfin.com/CA/San-Francisco/233-Dellbrook-Ave-94131/home/680651,San Francisco MLS,479854,N,Y,37.749897,-122.4532922
PAST SALE,March-15-2019,Single Family Residential,1230 5th Ave,SAN FRANCISCO,CA,94122,2325000,4,2.0,SAN FRANCISCO,1932,3000,1908,41,1203,,Sold,,,http://www.redfin.com/CA/San-Francisco/1230-5th-Ave-94122/home/626847,MLSListings,ML81740897,N,Y,37.7656473,-122.46195
PAST SALE,March-1-2019,Single Family Residential,1 Marcela Ave,San Francisco,CA,94116,1900000,4,3.5,Forest Hill,3753,4726,1917,55,506,41,Sold,,,http://www.redfin.com/CA/San-Francisco/1-Marcela-Ave-94116/home/1211935,San Francisco MLS,481229,N,Y,37.7488505,-122.4607116
PAST SALE,March-29-2019,Single Family Residential,1362 7th Ave,San Francisco,CA,94122,3850000,5,6.5,Inner Sunset,3854,2996,,27,999,,Sold,,,http://www.redfin.com/CA/San-Francisco/1362-7th-Ave-94122/home/628764,San Francisco MLS,481425,N,Y,37.7629824,-122.4638959
PAST SALE,April-1-2019,Single Family Residential,289 San Marcos Ave,San Francisco,CA,94116,2450000,5,4.0,Forest Hill,4042,5248,1978,24,606,46,Sold,,,http://www.redfin.com/CA/San-Francisco/289-San-Marcos-Ave-94116/home/1938803,San Francisco MLS,481805,N,Y,37.7462846,-122.4669585
PAST SALE,April-12-2019,Single Family Residential,1471 10th Ave,San Francisco,CA,94122,2350000,3,2.5,Inner Sunset,2050,2996,1916,13,1146,,Sold,,,http://www.redfin.com/CA/San-Francisco/1471-10th-Ave-94122/home/1324771,San Francisco MLS,482325,N,Y,37.7608142,-122.4674008
PAST SALE,April-23-2019,Single Family Residential,18 Olympia Way,San Francisco,CA,94131,1510000,3,2.0,Midtown Terrace,1270,3571,1957,2,1189,,Sold,,,http://www.redfin.com/CA/San-Francisco/18-Olympia-Way-94131/home/1944004,San Francisco MLS,482523,N,Y,37.7513942,-122.4525403
PAST SALE,March-14-2019,Single Family Residential,655 Marina Blvd,San Francisco,CA,94123,4125000,5,4.0,Marina,3395,,1935,42,1215,,Sold,,,http://www.redfin.com/CA/San-Francisco/655-Marina-Blvd-94123/home/1515059,San Francisco MLS,474942,N,Y,37.8052813,-122.4446953
PAST SALE,April-23-2019,Single Family Residential,3001 Pacific Ave,San Francisco,CA,94115,15850000,8,6.5,Pacific Heights,13643,8106,1906,2,1162,,Sold,,,http://www.redfin.com/CA/San-Francisco/3001-Pacific-Ave-94115/home/587453,San Francisco MLS,466764,N,Y,37.7918514,-122.4447997
PAST SALE,February-19-2019,Single Family Residential,4348 21st St,San Francisco,CA,94114,1690000,3,2.0,Eureka Valley/Dolore,1450,2949,1925,65,1166,,Sold,,,http://www.redfin.com/CA/San-Francisco/4348-21st-St-94114/home/1819999,San Francisco MLS,480019,N,Y,37.7554673,-122.4396684
PAST SALE,March-21-2019,Single Family Residential,143 Collingwood St,San Francisco,CA,94114,3150000,4,4.0,Eureka Valley/Dolore,2895,3125,1929,35,1088,,Sold,,,http://www.redfin.com/CA/San-Francisco/143-Collingwood-St-94114/home/1921908,San Francisco MLS,481043,N,Y,37.760081,-122.435751
PAST SALE,March-22-2019,Single Family Residential,1134 Castro St,San Francisco,CA,94114,2550000,4,3.0,Noe Valley,2550,2495,1900,34,1000,,Sold,,,http://www.redfin.com/CA/San-Francisco/1134-Castro-St-94114/home/973134,San Francisco MLS,481747,N,Y,37.752373,-122.434504
PAST SALE,February-9-2019,Single Family Residential,1145 Vallejo St,San Francisco,CA,94109,2575000,4,3.5,Russian Hill,2026,1200,1907,75,1271,,Sold,,,http://www.redfin.com/CA/San-Francisco/1145-Vallejo-St-94109/home/1941450,San Francisco MLS,475775,N,Y,37.797478,-122.416127
PAST SALE,March-19-2019,Single Family Residential,2973 Pine St,San Francisco,CA,94115,4650000,5,3.5,Lower Pacific Height,3584,,,37,1297,,Sold,,,http://www.redfin.com/CA/San-Francisco/2973-Pine-St-94115/home/1419550,San Francisco MLS,482969,N,Y,37.7863851,-122.444667
PAST SALE,February-13-2019,Single Family Residential,844 Duncan St,San Francisco,CA,94131,4500000,4,4.5,Noe Valley,,2953,,71,,,Sold,,,http://www.redfin.com/CA/San-Francisco/844-Duncan-St-94131/home/1664574,San Francisco MLS,480269,N,Y,37.7455853,-122.4388721
PAST SALE,March-6-2019,Single Family Residential,822 Duncan,San Francisco,CA,94114,2595000,4,3.0,Noe Valley,2320,3040,1947,50,1119,,Sold,,,http://www.redfin.com/CA/San-Francisco/822-Duncan-St-94131/home/1982410,San Francisco MLS,480368,N,Y,37.7455824,-122.4385182
PAST SALE,March-29-2019,Single Family Residential,17 Newburg St,San Francisco,CA,94131,1965000,3,2.0,Noe Valley,,1920,1944,27,,,Sold,,,http://www.redfin.com/CA/San-Francisco/17-Newburg-St-94131/home/1856861,San Francisco MLS,481777,N,Y,37.7461676,-122.4338622
PAST SALE,April-5-2019,Single Family Residential,1328 Noe St,San Francisco,CA,94131,2700000,3,3.0,Noe Valley,1745,2237,1907,20,1547,,Sold,,,http://www.redfin.com/CA/San-Francisco/1328-Noe-St-94131/home/805198,San Francisco MLS,482004,N,Y,37.747713,-122.431712
PAST SALE,January-28-2019,Single Family Residential,87 Melrose Ave,San Francisco,CA,94131,1590000,4,3.0,San Francisco County,2467,2496,1941,87,645,,Sold,,,http://www.redfin.com/CA/San-Francisco/87-Melrose-Ave-94131/home/1814008,BAREIS,21822629,N,Y,37.7336548,-122.4440034
PAST SALE,February-28-2019,Single Family Residential,297 Capistrano Ave,San Francisco,CA,94112,1180000,3,2.0,Mission Terrace,1490,3898,1925,56,792,,Sold,,,http://www.redfin.com/CA/San-Francisco/297-Capistrano-Ave-94112/home/1387234,San Francisco MLS,477925,N,Y,37.7266199,-122.437838
PAST SALE,March-5-2019,Single Family Residential,2301 Diamond St,San Francisco,CA,94131,2000000,4,3.5,Glen Park,3540,2549,2001,51,565,,Sold,,,http://www.redfin.com/CA/San-Francisco/2301-Diamond-St-94131/home/856118,San Francisco MLS,480267,N,Y,37.7381983,-122.4371027
PAST SALE,April-5-2019,Single Family Residential,201 Berkeley Way,San Francisco,CA,94131,2100000,3,2.5,Diamond Heights,1904,3898,1975,20,1103,,Sold,,,http://www.redfin.com/CA/San-Francisco/201-Berkeley-Way-94131/home/1186707,San Francisco MLS,481814,N,Y,37.7402018,-122.4396684
PAST SALE,February-26-2019,Single Family Residential,63 Park Hill Ave,San Francisco,CA,94117,4085000,4,3.5,Buena Vista Park,2716,5519,1953,58,1504,,Sold,,,http://www.redfin.com/CA/San-Francisco/63-Park-Hill-Ave-94117/home/992836,San Francisco MLS,480849,N,Y,37.7671643,-122.4389164
PAST SALE,March-22-2019,Single Family Residential,4388 17th St,San Francisco,CA,94114,2700000,3,2.5,Corona Heights,2331,2186,1925,34,1158,,Sold,,,http://www.redfin.com/CA/San-Francisco/4388-17th-St-94114/home/669547,San Francisco MLS,481608,N,Y,37.7621052,-122.4429707
PAST SALE,March-6-2019,Single Family Residential,526 Chenery St,San Francisco,CA,94131,1700000,3,2.0,Glen Park,1258,2500,1922,50,1351,,Sold,,,http://www.redfin.com/CA/San-Francisco/526-Chenery-St-94131/home/1760565,San Francisco MLS,480752,N,Y,37.7353092,-122.4309977
PAST SALE,March-13-2019,Single Family Residential,38 Surrey St,San Francisco,CA,94131,3225000,4,3.5,Glen Park,3492,2025,2010,43,924,,Sold,,,http://www.redfin.com/CA/San-Francisco/38-Surrey-St-94131/home/35626672,San Francisco MLS,481049,N,Y,37.735504,-122.4331566
PAST SALE,April-12-2019,Single Family Residential,5544 Diamond Heights Blvd,San Francisco,CA,94131,1495000,3,2.0,Diamond Heights,1776,2752,1968,13,842,,Sold,,,http://www.redfin.com/CA/San-Francisco/5544-Diamond-Heights-Blvd-94131/home/1880699,San Francisco MLS,480084,N,Y,37.7391018,-122.4367377
PAST SALE,March-26-2019,Single Family Residential,4121 23rd St,San Francisco,CA,94114,2813000,4,2.5,Noe Valley,,1600,1912,30,,,Sold,,,http://www.redfin.com/CA/San-Francisco/4121-23rd-St-94114/home/1590331,San Francisco MLS,483171,N,Y,37.7527483,-122.4346665
PAST SALE,March-12-2019,Single Family Residential,1717 Revere Ave,San Francisco,CA,94124,1430000,4,3.0,Bayview,2900,2469,1900,44,493,,Sold,,,http://www.redfin.com/CA/San-Francisco/1717-Revere-Ave-94124/home/1335955,San Francisco MLS,479043,N,Y,37.7326531,-122.3923693
PAST SALE,January-31-2019,Single Family Residential,236 Holladay Ave,San Francisco,CA,94110,1400000,3,2.0,Bernal Heights,1050,1746,1965,84,1333,,Sold,,,http://www.redfin.com/CA/San-Francisco/236-Holladay-Ave-94110/home/1971467,San Francisco MLS,479462,N,Y,37.7458678,-122.4055236
PAST SALE,April-5-2019,Single Family Residential,365 Clipper St,San Francisco,CA,94114,2225000,4,2.0,Noe Valley,1755,2561,1889,20,1268,,Sold,,,http://www.redfin.com/CA/San-Francisco/365-Clipper-St-94114/home/1504149,San Francisco MLS,481613,N,Y,37.7487593,-122.4330328
PAST SALE,March-18-2019,Single Family Residential,1953 Webster St,San Francisco,CA,94115,3300000,3,3.5,Lower Pacific Height,,1423,,38,,,Sold,,,http://www.redfin.com/CA/San-Francisco/1953-Webster-St-94115/home/571667,San Francisco MLS,480622,N,Y,37.7888465,-122.432379
PAST SALE,February-11-2019,Single Family Residential,94 Stanton St,San Francisco,CA,94114,1550000,3,2.0,Eureka Valley/Dolore,1300,1572,1952,73,1192,,Sold,,,http://www.redfin.com/CA/San-Francisco/94-Stanton-St-94114/home/1360827,San Francisco MLS,479900,N,Y,37.756912,-122.442228
PAST SALE,March-21-2019,Single Family Residential,923 Edinburgh St,San Francisco,CA,94112,1800000,4,4.5,Excelsior,2319,2511,1921,35,776,,Sold,,,http://www.redfin.com/CA/San-Francisco/923-Edinburgh-St-94112/home/790314,San Francisco MLS,481133,N,Y,37.7152933,-122.4361626
PAST SALE,April-5-2019,Single Family Residential,369 Cumberland St,San Francisco,CA,94114,7400000,5,4.5,Eureka Valley/Dolore,3560,2848,,20,2079,,Sold,,,http://www.redfin.com/CA/San-Francisco/369-Cumberland-St-94114/home/1800752,San Francisco MLS,483237,N,Y,37.758466,-122.4318272
PAST SALE,February-26-2019,Single Family Residential,108 Villa Ter,San Francisco,CA,94114,2870000,4,3.5,Clarendon Heights,3134,3746,1938,58,916,,Sold,,,http://www.redfin.com/CA/San-Francisco/108-Villa-Ter-94114/home/1280595,San Francisco MLS,480176,N,Y,37.7582778,-122.4467459
PAST SALE,February-22-2019,Single Family Residential,1224 Quesada Ave,San Francisco,CA,94124,1000000,3,2.0,Bayview,1250,2495,1941,62,800,,Sold,,,http://www.redfin.com/CA/San-Francisco/1224-Quesada-Ave-94124/home/965824,San Francisco MLS,479741,N,Y,37.7284691,-122.3824555
PAST SALE,February-28-2019,Single Family Residential,1754 La Salle,San Francisco,CA,94124,1225000,5,3.0,Bayview,1770,2500,1955,56,692,,Sold,,,http://www.redfin.com/CA/San-Francisco/1754-La-Salle-Ave-94124/home/144231048,San Francisco MLS,479830,N,Y,37.7382917,-122.3914534
PAST SALE,,Single Family Residential,58 Apollo St,San Francisco,CA,94124,,3,2.0,,1612,2587,1941,,,,Sold,,,http://www.redfin.com/CA/San-Francisco/58-Apollo-St-94124/home/1862336,San Francisco MLS,,N,Y,37.7321571,-122.3981999
PAST SALE,February-27-2019,Single Family Residential,1205 San Bruno Ave,San Francisco,CA,94110,2168000,4,4.0,Inner Mission,2259,2495,1900,57,960,,Sold,,,http://www.redfin.com/CA/San-Francisco/1205-San-Bruno-Ave-94110/home/896813,San Francisco MLS,480287,N,Y,37.7542393,-122.404185
PAST SALE,March-22-2019,Single Family Residential,1152 De Haro St,San Francisco,CA,94107,1780000,3,3.0,Potrero Hill,1871,2500,1962,34,951,,Sold,,,http://www.redfin.com/CA/San-Francisco/1152-De-Haro-St-94107/home/734422,San Francisco MLS,480910,N,Y,37.7553063,-122.4009546
PAST SALE,March-6-2019,Single Family Residential,326 Capp St,San Francisco,CA,94110,3600000,4,3.0,Inner Mission,3847,3675,1900,50,936,,Sold,,,http://www.redfin.com/CA/San-Francisco/326-Capp-St-94110/home/906098,San Francisco MLS,481035,N,Y,37.7614267,-122.4184771
PAST SALE,April-11-2019,Single Family Residential,12 Esquina Dr,San Francisco,CA,94134,995000,4,2.0,Visitacion Valley,1581,1999,1945,14,629,,Sold,,,http://www.redfin.com/CA/San-Francisco/12-Esquina-Dr-94134/home/1856759,San Francisco MLS,481968,N,Y,37.7099352,-122.4212977
PAST SALE,March-1-2019,Single Family Residential,910 Mansell St,San Francisco,CA,94134,1550000,3,2.5,Portola,1715,2500,1963,55,904,,Sold,,,http://www.redfin.com/CA/San-Francisco/910-Mansell-St-94134/home/1371602,San Francisco MLS,480174,N,Y,37.7193646,-122.4104353
PAST SALE,February-5-2019,Single Family Residential,1350 Hayes St,San Francisco,CA,94117,1600000,3,2.0,North Panhandle,2317,3436,1888,79,691,,Sold,,,http://www.redfin.com/CA/San-Francisco/1350-Hayes-St-94117/home/596135,San Francisco MLS,479740,N,Y,37.7750997,-122.438651
PAST SALE,March-4-2019,Single Family Residential,3050 Pierce St,San Francisco,CA,94123,1900000,3,2.0,Cow Hollow,1445,1118,1900,52,1315,,Sold,,,http://www.redfin.com/CA/San-Francisco/3050-Pierce-St-94123/home/562414,San Francisco MLS,480648,N,Y,37.7982753,-122.4389495
PAST SALE,April-22-2019,Single Family Residential,341 Avila St,San Francisco,CA,94123,3000000,5,3.0,Marina,3262,3018,1924,3,920,,Sold,,,http://www.redfin.com/CA/San-Francisco/341-Avila-St-94123/home/1506887,San Francisco MLS,479908,N,Y,37.8044611,-122.4413051
PAST SALE,February-1-2019,Single Family Residential,1910 45th Ave,San Francisco,CA,94116,1250000,4,2.0,Outer Parkside,1837,1750,1946,83,680,,Sold,,,http://www.redfin.com/CA/San-Francisco/1910-45th-Ave-94116/home/1164129,San Francisco MLS,479600,N,Y,37.7508827,-122.503968
PAST SALE,February-8-2019,Single Family Residential,2211 44th Ave,SAN FRANCISCO,CA,94116,1752211,4,2.0,SAN FRANCISCO,1867,2622,1928,76,939,,Sold,,,http://www.redfin.com/CA/San-Francisco/2211-44th-Ave-94116/home/655039,MLSListings,ML81733099,N,Y,37.7453533,-122.5029512
PAST SALE,February-8-2019,Single Family Residential,1446 38th Ave,San Francisco,CA,94122,1810000,4,3.5,Outer Sunset,2396,2750,1935,76,755,,Sold,,,http://www.redfin.com/CA/San-Francisco/1446-38th-Ave-94122/home/1119341,San Francisco MLS,479492,N,Y,37.7599137,-122.497038
PAST SALE,February-9-2019,Single Family Residential,3042 Noriega St,San Francisco,CA,94122,1625000,4,4.0,Outer Sunset,2020,2325,1947,75,804,,Sold,,,http://www.redfin.com/CA/San-Francisco/3042-Noriega-St-94122/home/963648,San Francisco MLS,479765,N,Y,37.7535454,-122.4965406
PAST SALE,February-28-2019,Single Family Residential,1700 Great Hwy,San Francisco,CA,94122,1605000,3,2.0,Outer Sunset,1393,,,56,1152,,Sold,,,http://www.redfin.com/CA/San-Francisco/1700-Great-Hwy-94122/home/1975468,San Francisco MLS,480472,N,Y,37.754558,-122.508442
PAST SALE,March-27-2019,Single Family Residential,2214 43rd Ave,San Francisco,CA,94116,1380000,3,2.0,Outer Parkside,1402,1750,1947,29,984,,Sold,,,http://www.redfin.com/CA/San-Francisco/2214-43rd-Ave-94116/home/1428524,San Francisco MLS,481525,N,Y,37.7453095,-122.5014038
PAST SALE,April-9-2019,Single Family Residential,2924 Rivera St,SAN FRANCISCO,CA,94116,1400000,3,2.0,SAN FRANCISCO,1409,2500,1947,16,994,,Sold,,,http://www.redfin.com/CA/San-Francisco/2924-Rivera-St-94116/home/652243,MLSListings,ML81741768,N,Y,37.74606,-122.497892
PAST SALE,April-22-2019,Single Family Residential,1200 48th Ave,San Francisco,CA,94122,1241000,3,2.0,Outer Sunset,1250,1438,1943,3,993,,Sold,,,http://www.redfin.com/CA/San-Francisco/1200-48th-Ave-94122/home/1877870,San Francisco MLS,482471,N,Y,37.7639312,-122.5081582
PAST SALE,March-27-2019,Single Family Residential,3627 21st St,San Francisco,CA,94114,4500000,3,3.0,Eureka Valley/Dolore,,2850,,29,,,Sold,,,http://www.redfin.com/CA/San-Francisco/3627-21st-St-94114/home/715275,San Francisco MLS,481791,N,Y,37.7562054,-122.4285989
PAST SALE,February-15-2019,Single Family Residential,965 Natoma St,San Francisco,CA,94103,2148350,3,2.5,South of Market,2924,1875,1906,69,735,,Sold,,,http://www.redfin.com/CA/San-Francisco/965-Natoma-St-94103/home/1855207,San Francisco MLS,481085,N,Y,37.7737537,-122.4155569
PAST SALE,March-22-2019,Single Family Residential,,San Francisco,CA,94118,5950000,5,3.5,Lake,,,,34,,,Sold,,,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94118/home/1237205,San Francisco MLS,480366,N,Y,37.7885455,-122.463509
PAST SALE,April-8-2019,Single Family Residential,65 Stanyan St,San Francisco,CA,94118,2175000,4,2.5,Lone Mountain,2415,2670,1937,17,901,,Sold,,,http://www.redfin.com/CA/San-Francisco/65-Stanyan-St-94118/home/1199543,San Francisco MLS,481417,N,Y,37.780379,-122.456408
PAST SALE,April-9-2019,Single Family Residential,31-33 Beaumont Ave,San Francisco,CA,94118,2350000,3,2.5,Lone Mountain,3375,2500,1996,16,696,,Sold,,,http://www.redfin.com/CA/San-Francisco/31-Beaumont-Ave-94118/home/2033312,San Francisco MLS,477472,N,Y,37.7808704,-122.4554624
PAST SALE,January-28-2019,Single Family Residential,1116 Greenwich St,San Francisco,CA,94109,2650000,3,3.0,Russian Hill,,2866,1941,87,,,Sold,,,http://www.redfin.com/CA/San-Francisco/1116-Greenwich-St-94109/home/539654,San Francisco MLS,471015,N,Y,37.8014467,-122.4182117
PAST SALE,February-13-2019,Single Family Residential,584 Dewey Blvd,San Francisco,CA,94116,2400000,5,6.5,Forest Hill,3664,3833,1923,71,655,37,Sold,,,http://www.redfin.com/CA/San-Francisco/584-Dewey-Blvd-94116/home/1526004,San Francisco MLS,480428,N,Y,37.7442062,-122.4635532
PAST SALE,March-22-2019,Single Family Residential,263 Arch St,San Francisco,CA,94132,1200000,3,2.0,Ingleside Heights,1465,2495,1940,34,819,,Sold,,,http://www.redfin.com/CA/San-Francisco/263-Arch-St-94132/home/827793,San Francisco MLS,480215,N,Y,37.7154572,-122.4673123
PAST SALE,April-17-2019,Single Family Residential,66 Granada,San Francisco,CA,94112,1160000,3,2.0,Ingleside,1100,2813,1922,8,1055,,Sold,,,http://www.redfin.com/CA/San-Francisco/66-Granada-Ave-94112/home/996902,San Francisco MLS,481897,N,Y,37.719433,-122.456908
PAST SALE,April-10-2019,Single Family Residential,860 De Haro St,SAN FRANCISCO,CA,94107,3150000,3,4.0,SAN FRANCISCO,2323,2500,1984,15,1356,,Sold,,,http://www.redfin.com/CA/San-Francisco/860-De-Haro-St-94107/home/1121615,MLSListings,ML81728277,N,Y,37.7588646,-122.4013418
PAST SALE,February-15-2019,Single Family Residential,647 Teresita Blvd,San Francisco,CA,94127,1385000,4,2.0,Miraloma Park,2337,3920,1961,69,593,,Sold,,,http://www.redfin.com/CA/San-Francisco/647-Teresita-Blvd-94127/home/1421704,San Francisco MLS,475557,N,Y,37.7365671,-122.4455516
PAST SALE,February-22-2019,Single Family Residential,397 Mangels Ave,San Francisco,CA,94127,1375000,5,2.0,San Francisco County,1678,,1961,62,819,,Sold,,,http://www.redfin.com/CA/San-Francisco/397-Mangels-Ave-94127/home/691128,BAREIS,21900878,N,Y,37.7329771,-122.446569
PAST SALE,February-25-2019,Single Family Residential,143 Detroit St,San Francisco,CA,94131,1450000,3,2.0,Sunnyside,1400,1873,1925,59,1036,,Sold,,,http://www.redfin.com/CA/San-Francisco/143-Detroit-St-94131/home/697726,San Francisco MLS,480420,N,Y,37.728892,-122.444518
PAST SALE,February-28-2019,Single Family Residential,136 Marietta Dr,San Francisco,CA,94127,1520000,3,2.0,Miraloma Park,1326,2644,1943,56,1146,,Sold,,,http://www.redfin.com/CA/San-Francisco/136-Marietta-Dr-94127/home/983044,San Francisco MLS,480066,N,Y,37.740571,-122.448051
PAST SALE,February-21-2019,Single Family Residential,240 Upland Dr,San Francisco,CA,94127,2200000,4,3.0,Mount Davidson Manor,2782,3341,1930,63,791,,Sold,,,http://www.redfin.com/CA/San-Francisco/240-Upland-Dr-94127/home/1820405,San Francisco MLS,479902,N,Y,37.729712,-122.4639512
PAST SALE,March-1-2019,Single Family Residential,68 Burlwood Dr,San Francisco,CA,94127,1650000,3,3.5,Westwood Highlands,2259,5471,1947,55,730,,Sold,,,http://www.redfin.com/CA/San-Francisco/68-Burlwood-Dr-94127/home/1361218,San Francisco MLS,480488,N,Y,37.7346073,-122.4537345
PAST SALE,March-13-2019,Single Family Residential,240 Juanita Way,San Francisco,CA,94127,1708000,3,2.0,Miraloma Park,2450,,1927,43,697,,Sold,,,http://www.redfin.com/CA/San-Francisco/240-Juanita-Way-94127/home/685683,San Francisco MLS,476368,N,Y,37.7407696,-122.4566979
PAST SALE,March-15-2019,Single Family Residential,80 Stanford Heights Ave,San Francisco,CA,94127,1605000,3,2.5,Miraloma Park,1921,3084,1964,41,836,,Sold,,,http://www.redfin.com/CA/San-Francisco/80-Stanford-Heights-Ave-94127/home/690277,San Francisco MLS,481209,N,Y,37.7353857,-122.4497537
PAST SALE,March-29-2019,Single Family Residential,118 Santa Clara Ave,San Francisco,CA,94127,2950000,4,4.5,St. Francis Wood,3602,4987,1922,27,819,184,Sold,,,http://www.redfin.com/CA/San-Francisco/118-Santa-Clara-Ave-94127/home/1900606,San Francisco MLS,480745,N,Y,37.7371989,-122.4661183
PAST SALE,March-29-2019,Single Family Residential,9 Burlwood Dr,San Francisco,CA,94127,2280000,4,3.0,Westwood Highlands,2377,4085,1979,27,959,,Sold,,,http://www.redfin.com/CA/San-Francisco/9-Burlwood-Dr-94127/home/687794,San Francisco MLS,481548,N,Y,37.7350008,-122.4552384
PAST SALE,April-8-2019,Single Family Residential,31 Rosewood Dr,San Francisco,CA,94127,3120000,5,4.0,Monterey Heights,3407,4011,1927,17,916,2,Sold,,,http://www.redfin.com/CA/San-Francisco/31-Rosewood-Dr-94127/home/1750688,San Francisco MLS,480571,N,Y,37.7343759,-122.4604131
PAST SALE,April-12-2019,Single Family Residential,113 Knockash Hl,San Francisco,CA,94127,2440000,5,4.5,Forest Hill Extension,3569,2624,1995,13,684,290,Sold,,,http://www.redfin.com/CA/San-Francisco/113-Knockash-Hl-94127/home/681834,San Francisco MLS,482899,N,Y,37.741980436,-122.4584197
PAST SALE,April-12-2019,Single Family Residential,145 Manor Dr,San Francisco,CA,94127,1450000,3,2.0,Mount Davidson Manor,1612,2827,1928,13,900,,Sold,,,http://www.redfin.com/CA/San-Francisco/145-Manor-Dr-94127/home/2027456,San Francisco MLS,481542,N,Y,37.7287947,-122.463907
PAST SALE,April-1-2019,Single Family Residential,444 29th St,San Francisco,CA,94131,1785000,3,2.0,Noe Valley,1571,2848,1571,24,1136,,Sold,,,http://www.redfin.com/CA/San-Francisco/444-29th-St-94131/home/898482,San Francisco MLS,480496,N,Y,37.743665,-122.4300134
PAST SALE,April-15-2019,Single Family Residential,455 28th St,San Francisco,CA,94131,1652000,3,2.0,Noe Valley,1682,2848,1941,10,982,,Sold,,,http://www.redfin.com/CA/San-Francisco/455-28th-St-94131/home/806595,San Francisco MLS,481536,N,Y,37.7447894,-122.4325019
PAST SALE,February-1-2019,Single Family Residential,766 Vienna St,San Francisco,CA,94112,1205000,4,2.0,Excelsior,,2500,1926,83,,,Sold,,,http://www.redfin.com/CA/San-Francisco/766-Vienna-St-94112/home/1829255,San Francisco MLS,479340,N,Y,37.7164209,-122.4337074
PAST SALE,April-2-2019,Single Family Residential,2832 Sacramento,San Francisco,CA,94115,5500000,4,3.5,Pacific Heights,3200,3100,1885,23,1719,,Sold,,,http://www.redfin.com/CA/San-Francisco/2832-Sacramento-St-94115/home/1475944,San Francisco MLS,482392,N,Y,37.789391,-122.439619
PAST SALE,April-1-2019,Single Family Residential,1730 Pacheco St,San Francisco,CA,94116,1747000,3,3.0,Parkside,1806,2495,,24,967,,Sold,,,http://www.redfin.com/CA/San-Francisco/1730-Pacheco-St-94116/home/647793,San Francisco MLS,480970,N,Y,37.7506194,-122.4789869
PAST SALE,March-13-2019,Single Family Residential,1470 32nd Ave,San Francisco,CA,94122,1970000,4,2.0,Central Sunset,1730,2996,1939,43,1139,,Sold,,,http://www.redfin.com/CA/San-Francisco/1470-32nd-Ave-94122/home/1749469,San Francisco MLS,481360,N,Y,37.7597898,-122.4905608
PAST SALE,February-6-2019,Single Family Residential,80 Alviso St,San Francisco,CA,94127,2200000,4,3.0,Ingleside Terr,2126,5658,1937,78,1035,,Sold,,,http://www.redfin.com/CA/San-Francisco/80-Alviso-St-94127/home/815181,Bridge MLS,40842816,N,Y,37.7231907,-122.4686833
PAST SALE,February-15-2019,Single Family Residential,41 Regent St,San Francisco,CA,94112,980000,4,3.0,Outer Mission,1655,2500,1916,69,592,,Sold,,,http://www.redfin.com/CA/San-Francisco/41-Regent-St-94112/home/1560390,San Francisco MLS,479162,N,Y,37.7093969,-122.4563883
PAST SALE,March-5-2019,Single Family Residential,12 Brumiss Ter,San Francisco,CA,94014,1155000,4,3.0,Crocker Amazon,2068,2099,1927,51,559,,Sold,,,http://www.redfin.com/CA/San-Francisco/12-Brumiss-Ter-94112/home/1056038,San Francisco MLS,478684,N,Y,37.7085383,-122.4519682
